order,Catalogue Number,Species,genus,Longitude,Latitude,Coordinate Uncertainty in Metres
330,MEL 2020914A,Cryptandra amara,Cryptandra,146.7167,-37.5417,1000
331,CBG 8605316.2,Cryptandra amara,Cryptandra,149.1389,-35.4722,500
332,NE 11609,Cryptandra amara,Cryptandra,152.4333333,-30.53333333,
333,HO546559,Cryptandra amara,Cryptandra,146.985194,-42.403111,50
334,CBG 6548.1,Cryptandra amara,Cryptandra,150.8,-33.5167,2000
335,MEL 2103332A,Cryptandra amara,Cryptandra,,,
336,CANB 344472.1,Cryptandra amara,Cryptandra,149.2667,-31.2667,1000
337,HO443105,Cryptandra amara,Cryptandra,147.473898,-41.61055,50
338,CBG 47639.1,Cryptandra amara,Cryptandra,151.85,-29.6167,1000
339,NSW 858412,Cryptandra amara,Cryptandra,151.98978,-31.19808,10
340,NSW 386694,Cryptandra amara,Cryptandra,150.12,-32.83,
341,NE 97313,Cryptandra amara,Cryptandra,151.0555556,-31.55777778,
342,NSW 387566,Cryptandra amara,Cryptandra,150.1,-34.7,5
343,MEL 0714702A,Cryptandra amara,Cryptandra,148.0833,-36.9,1000
344,NE 29565,Cryptandra amara,Cryptandra,151.6666667,-30.51666667,
345,NSW 807397,Cryptandra amara,Cryptandra,147.95,-37.1361,2000
346,MEL 2020905A,Cryptandra amara,Cryptandra,146.6611,-37.6167,1000
347,CANB 377783.1,Cryptandra amara,Cryptandra,149.1389,-35.4722,500
348,CBG 9312106.1,Cryptandra amara,Cryptandra,149.4042,-34.4264,50
349,CANB 251891.1,Cryptandra amara,Cryptandra,149,-35.7,5000
350,CBG 8800304.1,Cryptandra amara,Cryptandra,148.6333,-34.2167,1000
351,CBG 8309531.1,Cryptandra amara,Cryptandra,147.95,-37.1361,50
352,MEL 2103213A,Cryptandra amara,Cryptandra,,,
353,MEL 2103330A,Cryptandra amara,Cryptandra,,,
354,NSW 811392,Cryptandra amara,Cryptandra,151.8547,-31.1583,50
355,AD 97511142,Cryptandra amara,Cryptandra,,,
356,MEL 2103610A,Cryptandra amara,Cryptandra,149,-34.0833,
357,CANB 722262.1,Cryptandra amara,Cryptandra,146.9853,-42.4031,50
358,NE 70714,Cryptandra amara,Cryptandra,151.4194444,-29.98305556,
359,HO410268,Cryptandra amara,Cryptandra,146.872521,-42.258146,50
360,CBG 7704148.1,Cryptandra amara,Cryptandra,149.1667,-35.2667,1000
361,NSW 386714,Cryptandra amara,Cryptandra,149.13,-35.55,
362,HO410845,Cryptandra amara,Cryptandra,147.430554,-42.128617,50
363,CANB 303533.1,Cryptandra amara,Cryptandra,147.0667,-38.1167,5000
364,CANB 778355.1,Cryptandra amara,Cryptandra,148.2009261,-35.331874,1000
365,CANB 416281.1,Cryptandra amara,Cryptandra,151.1333,-32.7,1000
366,CANB 670765.1,Cryptandra amara,Cryptandra,,,
367,NE 29598,Cryptandra amara,Cryptandra,151.85,-31.16666667,
368,NSW 807399,Cryptandra amara,Cryptandra,148.08,-36.9,2000
369,CBG 7905214.1,Cryptandra amara,Cryptandra,149.1333,-35.3167,1000
370,CANB 501481.1,Cryptandra amara,Cryptandra,146.7167,-37.5417,1000
371,CBG 31999.1,Cryptandra amara,Cryptandra,149.1,-35.2667,2000
372,MEL 2103261A,Cryptandra amara,Cryptandra,,,
373,HO21188,Cryptandra amara,Cryptandra,147.201019,-41.465277,1000
374,CANB 673231.1,Cryptandra amara,Cryptandra,148.3417,-34.2333,1000
375,CBG 6549.1,Cryptandra amara,Cryptandra,149.0833,-35.3,1000
376,CBG 10669.1,Cryptandra amara,Cryptandra,149.1,-35.2667,2000
377,NE 6129,Cryptandra amara,Cryptandra,151.7333333,-30.46666667,
378,CBG 9213714.1,Cryptandra amara,Cryptandra,149.0833,-35.2333,1000
379,HO400868,Cryptandra amara,Cryptandra,147.394212,-42.121543,50
380,HO143268,Cryptandra amara,Cryptandra,147.505931,-42.022033,50
381,MEL 2102708A,Cryptandra amara,Cryptandra,,,
382,HO324685,Cryptandra amara,Cryptandra,146.98524,-42.401415,50
383,NE 11602,Cryptandra amara,Cryptandra,151.6666667,-30.51666667,
384,MEL 2089857A,Cryptandra amara,Cryptandra,146.8108,-37.4242,1000
385,CBG 24530.1,Cryptandra amara,Cryptandra,150.1167,-31,1000
386,NSW 541881,Cryptandra amara,Cryptandra,149.2583,-35.33,1000
387,CANB 578656.1,Cryptandra amara,Cryptandra,149.2333,-36.15,5000
388,NE 49233,Cryptandra amara,Cryptandra,149.3,-30.63333333,
389,NSW 522140,Cryptandra amara,Cryptandra,151.6338889,-31.7075,100
390,NE 61173,Cryptandra amara,Cryptandra,152.1488889,-28.85805556,
391,CBG 9705359.1,Cryptandra amara,Cryptandra,151.8547,-31.1583,50
392,CBG 16535.1,Cryptandra amara,Cryptandra,150.3333,-33.7,3000
393,CANB 16091.1,Cryptandra amara,Cryptandra,149.1,-35.2667,2000
394,CANB 54243.1,Cryptandra amara,Cryptandra,148.7333,-34.4333,1000
395,MEL 2020485A,Cryptandra amara,Cryptandra,149.1247,-37.6244,1000
396,NSW 653886,Cryptandra amara,Cryptandra,148.78,-35.52,5000
397,CBG 8212642.1,Cryptandra amara,Cryptandra,146.4667,-36.85,1000
398,NSW 653899,Cryptandra amara,Cryptandra,150.08,-35.12,5000
399,CBG 2534.1,Cryptandra amara,Cryptandra,149.1167,-35.2833,2000
400,MEL 2294806A,Cryptandra amara,Cryptandra,151.8547,-31.1583,1000
401,CBG 18562.1,Cryptandra amara,Cryptandra,148.3111,-37.0667,1000
402,CBG 47640.1,Cryptandra amara,Cryptandra,152.3333,-30.4,1000
403,NSW 654907,Cryptandra amara,Cryptandra,,,
404,CBG 56198.1,Cryptandra amara,Cryptandra,149.0667,-35.6,5000
405,CANB 670580.1,Cryptandra amara,Cryptandra,151.2,-30.45,2000
406,NE 2584,Cryptandra amara,Cryptandra,152.35,-30.4,
407,CANB 746636.1,Cryptandra amara,Cryptandra,149.1631,-35.2858,50
408,CANB 501873.1,Cryptandra amara,Cryptandra,146.7167,-37.5417,1000
409,CANB 244986.1,Cryptandra amara,Cryptandra,148.7833,-35.5167,5000
410,NSW 654902,Cryptandra amara,Cryptandra,150.37,-33.57,2000
411,HO535038,Cryptandra amara,Cryptandra,148.067681,-42.048606,1000
412,CBG 29334.1,Cryptandra amara,Cryptandra,148.3333,-42.2167,1000
413,CANB 674976.1,Cryptandra amara,Cryptandra,149.3833,-35.2333,1500
414,NSW 653884,Cryptandra amara,Cryptandra,149.1389,-35.4722,5000
415,CBG 9502466.1,Cryptandra amara,Cryptandra,149.35,-36.1833,5000
416,NSW 653885,Cryptandra amara,Cryptandra,,,
417,AD 99423005,Cryptandra amara,Cryptandra,149.6509451,-32.44863664,1000
418,CANB 670815.1,Cryptandra amara,Cryptandra,,,
419,CBG 9317292.1,Cryptandra amara,Cryptandra,149.1333,-35.55,1000
420,NSW 500744,Cryptandra amara,Cryptandra,146.7291667,-34.1708333,50
421,NSW 386897,Cryptandra amara,Cryptandra,151.57,-30.97,5
422,NSW 858919,Cryptandra amara,Cryptandra,151.7642539,-31.050334,
423,MEL 0627417A,Cryptandra amara,Cryptandra,147.95,-37.1361,50
424,NE 45392,Cryptandra amara,Cryptandra,150.5833333,-29.53333333,
425,NE 99914,Cryptandra amara,Cryptandra,151.4333333,-29.73333333,
426,MEL 0618592A,Cryptandra amara,Cryptandra,148.7,-36.6708,1000
427,CBG 18642.1,Cryptandra amara,Cryptandra,149.7833,-32.7833,1000
428,MEL 2103108A,Cryptandra amara,Cryptandra,147.1667,-41.6,
429,NE 29592,Cryptandra amara,Cryptandra,151.7666667,-31.05,
430,NE 29596,Cryptandra amara,Cryptandra,152.05,-30.53333333,
431,CANB 910667.1,Cryptandra amara,Cryptandra,148.3906,-35.7792,50
432,PERTH 1495399,Cryptandra amara,Cryptandra,,,
433,CANB 95994.1,Cryptandra amara,Cryptandra,150.4,-34.45,2000
434,NSW 387724,Cryptandra amara,Cryptandra,150.25,-33.78,1000
435,NSW 393282,Cryptandra amara,Cryptandra,151.07,-34.02,
436,NE 75006,Cryptandra amara,Cryptandra,152.1666667,-30.48333333,
437,NE 93551,Cryptandra amara,Cryptandra,151.8811111,-30.01333333,
438,CANB 480399.1,Cryptandra amara,Cryptandra,149.0833,-35.2667,5000
439,MEL 0688890A,Cryptandra amara,Cryptandra,146.8625,-37.8583,1000
440,CANB 886812.2,Cryptandra amara,Cryptandra,149.9586,-35.1617,50
441,NE 29595,Cryptandra amara,Cryptandra,152.05,-30.53333333,
442,SP096062,Cryptandra amara,Cryptandra,,,
443,CANB 618941.1,Cryptandra amara,Cryptandra,146.7292,-34.1708,50
444,MEL 2103206A,Cryptandra amara,Cryptandra,146.6167,-36.5167,
445,NSW 387826,Cryptandra amara,Cryptandra,151.22,-33.87,5
446,NSW 1003047,Cryptandra amara,Cryptandra,150.3646328,-33.5788428,
447,CANB 492480.1,Cryptandra amara,Cryptandra,148.1333,-34.8167,5000
448,CANB 84834.1,Cryptandra amara,Cryptandra,148.9833,-35.75,5000
449,NSW 712525,Cryptandra amara,Cryptandra,152.3419444,-30.4033333,100
450,CANB 642581.1,Cryptandra amara,Cryptandra,149.2583,-35.3333,1000
451,HO21199,Cryptandra amara,Cryptandra,,,
452,MEL 2103604A,Cryptandra amara,Cryptandra,,,
453,MEL 0641163A,Cryptandra amara,Cryptandra,146.7167,-37.2889,1000
454,NSW 654901,Cryptandra amara,Cryptandra,,,
455,CANB 538119.1,Cryptandra amara,Cryptandra,148.9333,-35.3167,2500
456,NSW 275042,Cryptandra amara,Cryptandra,152.27,-30.4,
457,MEL 2281422A,Cryptandra amara,Cryptandra,,,
458,CBG 2538.1,Cryptandra amara,Cryptandra,149.8333,-34.0667,1000
459,CBG 7808463.1,Cryptandra amara,Cryptandra,150.0667,-35.1667,1000
460,CANB 610835.1,Cryptandra amara,Cryptandra,149.2833,-35.0333,1000
461,MELUD113875a,Cryptandra amara,Cryptandra,,,
462,AD 251036,Cryptandra amara,Cryptandra,151.055556,-31.557778,150
463,CANB 251907.1,Cryptandra amara,Cryptandra,149.0167,-35.8667,1000
464,NSW 400844,Cryptandra amara,Cryptandra,151.53,-30.82,1000
465,BRI AQ0410668,Cryptandra amara,Cryptandra,151.9594339,-28.5734107,2000
466,NE 106703,Cryptandra amara,Cryptandra,151.7641667,-31.05027778,
467,NSW 387825,Cryptandra amara,Cryptandra,151.12,-34.07,
468,CANB 359092.1,Cryptandra amara,Cryptandra,151.95,-28.5833,5000
469,CANB 805015.1,Cryptandra amara,Cryptandra,149.7208,-35.2425,50
470,NSW 387572,Cryptandra amara,Cryptandra,150.1,-34.7,5
471,NSW 387830,Cryptandra amara,Cryptandra,150.9944444,-34,1000
472,NE 71068,Cryptandra amara,Cryptandra,151.9333333,-30.11666667,
473,NE 29594,Cryptandra amara,Cryptandra,151.5,-30.21666667,
474,NE 29599,Cryptandra amara,Cryptandra,151.9333333,-30.08333333,
475,CANB 726110.1,Cryptandra amara,Cryptandra,151.0567,-31.5569,50
476,MEL 0262867A,Cryptandra amara,Cryptandra,150.7331,-30.4233,1000
477,MEL 2103323A,Cryptandra amara,Cryptandra,,,
478,NSW 408367,Cryptandra amara,Cryptandra,150.4494444,-29.8544444,1000
479,CBG 9212412.1,Cryptandra amara,Cryptandra,145.6833,-36.4083,1000
480,NE 29601,Cryptandra amara,Cryptandra,151.65,-30.5,
481,MEL 2105637A,Cryptandra amara,Cryptandra,,,
482,HO441476,Cryptandra amara,Cryptandra,147.429356,-42.130423,50
483,HO42065,Cryptandra amara,Cryptandra,147.234352,-41.481943,1000
484,CANB 10466.1,Cryptandra amara,Cryptandra,151.15,-33.7667,2000
485,NE 12723,Cryptandra amara,Cryptandra,151.8,-30.6,
486,NSW 386843,Cryptandra amara,Cryptandra,,,
487,NSW 654905,Cryptandra amara,Cryptandra,,,
488,CBG 8803029.1,Cryptandra amara,Cryptandra,149.8167,-34.8167,1000
489,CANB 304971.1,Cryptandra amara,Cryptandra,151.95,-28.55,5000
490,MEL 2103326A,Cryptandra amara,Cryptandra,,,
491,MEL 2103075A,Cryptandra amara,Cryptandra,151.2167,-33.8667,
492,CANB 554603.1,Cryptandra amara,Cryptandra,151.6339,-31.7075,1000
493,MEL 2103207A,Cryptandra amara,Cryptandra,,,
494,HO42064,Cryptandra amara,Cryptandra,,,
495,CANB 730933.1,Cryptandra amara,Cryptandra,147.2167,-33.0333,1000
496,NSW 745307,Cryptandra amara,Cryptandra,150.25,-33.48,
497,NSW 386838,Cryptandra amara,Cryptandra,,,
498,MEL 2103522A,Cryptandra amara,Cryptandra,151.5167,-29.0167,
499,CBG 12367.1,Cryptandra amara,Cryptandra,151.65,-30.5,4000
500,MEL 2102700A,Cryptandra amara,Cryptandra,,,
501,CBG 9403882.1,Cryptandra amara,Cryptandra,149.4,-35.3,1000
502,NSW 386854,Cryptandra amara,Cryptandra,,,
503,CBG 8409437.1,Cryptandra amara,Cryptandra,150.1333,-35.0833,1000
504,MEL 2103338A,Cryptandra amara,Cryptandra,,,
505,NSW 120305,Cryptandra amara,Cryptandra,150.1244,-30.1278,
506,MEL 2103331A,Cryptandra amara,Cryptandra,,,
507,NSW 219961,Cryptandra amara,Cryptandra,152.35,-30.38,
508,CBG 56028.1,Cryptandra amara,Cryptandra,152.3333,-30.3833,1000
509,NSW 387586,Cryptandra amara,Cryptandra,,,
510,CANB 886812.1,Cryptandra amara,Cryptandra,149.9586,-35.1617,50
511,CANB 474466.1,Cryptandra amara,Cryptandra,151.0667,-32.7333,1000
512,CBG 40275.1,Cryptandra amara,Cryptandra,149.0833,-35.2667,1000
513,NSW 745383,Cryptandra amara,Cryptandra,,,
514,MEL 2103096A,Cryptandra amara,Cryptandra,,,
515,NE 63968,Cryptandra amara,Cryptandra,151.3136111,-30.63666667,
516,NSW 386837,Cryptandra amara,Cryptandra,,,
517,BRI AQ0109343,Cryptandra amara,Cryptandra,,,
518,NSW 386523,Cryptandra amara,Cryptandra,,,
519,NSW 807433,Cryptandra amara,Cryptandra,,,
520,NSW 745273,Cryptandra amara,Cryptandra,,,
521,MEL 2103329A,Cryptandra amara,Cryptandra,,,
522,CANB 538120.1,Cryptandra amara,Cryptandra,150.3667,-33.5667,2500
523,NSW 128033,Cryptandra amara,Cryptandra,151.07,-34,2000
524,MEL 2102701A,Cryptandra amara,Cryptandra,,,
525,HO21187,Cryptandra amara,Cryptandra,148.067683,-42.131939,1000
526,MEL 2103082A,Cryptandra amara,Cryptandra,,,
527,NSW 387556,Cryptandra amara,Cryptandra,148.37,-36.28,5
528,NSW 419984,Cryptandra amara,Cryptandra,150.7330556,-30.4233333,1000
529,MEL 2103090A,Cryptandra amara,Cryptandra,,,
530,MEL 2103327A,Cryptandra amara,Cryptandra,,,
531,AD 97909493,Cryptandra amara,Cryptandra,149.1009801,-35.2653145,1000
532,CANB 880937.1,Cryptandra amara,Cryptandra,149.2133,-35.3583,50
533,HO21200,Cryptandra amara,Cryptandra,,,
534,NSW 822160,Cryptandra amara,Cryptandra,151.05,-34.05,5000
535,CBG 8105899.1,Cryptandra amara,Cryptandra,148.95,-35.3333,1000
536,MEL 2103078A,Cryptandra amara,Cryptandra,,,
537,CBG 9212028.1,Cryptandra amara,Cryptandra,149.0833,-35.2333,1000
538,MEL 2103086A,Cryptandra amara,Cryptandra,,,
539,MEL 2103203A,Cryptandra amara,Cryptandra,,,
540,CBG 8409437.2,Cryptandra amara,Cryptandra,150.1333,-35.0833,1000
541,MEL 2103109A,Cryptandra amara,Cryptandra,148.2167,-42.0667,
542,MEL 2105660A,Cryptandra amara,Cryptandra,,,
543,CANB 249363.1,Cryptandra amara,Cryptandra,149.1,-35.2667,5000
544,DNA A0027519,Cryptandra amara,Cryptandra,,,
545,CBG 8700121.1,Cryptandra amara,Cryptandra,149.4,-30.6333,1000
546,NSW 219695,Cryptandra amara,Cryptandra,150.37,-33.58,
547,CBG 21427.1,Cryptandra amara,Cryptandra,151.7833,-29.65,1000
548,CANB 621593.1,Cryptandra amara,Cryptandra,149.2403,-35.375,1000
549,NSW 745344,Cryptandra amara,Cryptandra,150.33,-33.58,
550,CANB 81337.1,Cryptandra amara,Cryptandra,149.1,-35.2667,2000
551,NE 104103,Cryptandra amara,Cryptandra,150.4166667,-30.1,
552,CANB 128581.1,Cryptandra amara,Cryptandra,149.1003,-35.2706,2000
553,CBG 9309907.1,Cryptandra amara,Cryptandra,151.15,-31.3,5000
554,MEL 2053067A,Cryptandra amara,Cryptandra,149.2542,-31.9572,1000
555,NSW 5118,Cryptandra amara,Cryptandra,,,
556,CBG 9504014.1,Cryptandra amara,Cryptandra,149.2,-35.3667,1000
557,MELUD113874a,Cryptandra amara,Cryptandra,,,
558,NSW 993748,Cryptandra amara,Cryptandra,149.745815,-33.4285789,
559,NSW 386713,Cryptandra amara,Cryptandra,149.1,-35.27,
560,CBG 8605171.1,Cryptandra amara,Cryptandra,149.1,-35.2667,2000
561,NE 104102,Cryptandra amara,Cryptandra,149.6166667,-31.13333333,
562,CANB 260875.1,Cryptandra amara,Cryptandra,149.1167,-35.25,1000
563,NSW 394302,Cryptandra amara,Cryptandra,,,
564,HO500264,Cryptandra amara,Cryptandra,147.265958,-42.692897,50
565,NE 61453,Cryptandra amara,Cryptandra,151.7333333,-29.38333333,
566,NSW 617948,Cryptandra amara,Cryptandra,147.8344,-35.4142,5000
567,NSW 654908,Cryptandra amara,Cryptandra,,,
568,NSW 834646,Cryptandra amara,Cryptandra,149.1631,-35.2858,50
569,MEL 2334960A,Cryptandra amara,Cryptandra,151.6339,-31.7075,1000
570,NSW 260424,Cryptandra amara,Cryptandra,150.1708333,-34.6138889,1000
571,NE 79379,Cryptandra amara,Cryptandra,151.6338889,-31.7075,
572,AD 160643,Cryptandra amara,Cryptandra,148.8342856,-32.08197423,1000
573,NSW 387590,Cryptandra amara,Cryptandra,151.27,-33.85,5
574,CANB 28936.1,Cryptandra amara,Cryptandra,149.1,-35.2667,1000
575,BRI AQ0473219,Cryptandra amara,Cryptandra,152.6219444,-28.2569444,100
576,CANB 730936.1,Cryptandra amara,Cryptandra,147.15,-33.8333,1000
577,MEL 1564819A,Cryptandra amara,Cryptandra,149.8167,-34.8167,1000
578,CANB 644145.1,Cryptandra amara,Cryptandra,148.6406,-34.9592,50
579,CBG 12534.1,Cryptandra amara,Cryptandra,149.4333,-34.9167,1000
580,MEL 0722377A,Cryptandra amara,Cryptandra,145.6833,-36.4083,1000
581,CHR 511528,Cryptandra amara,Cryptandra,,,
582,NE 29566,Cryptandra amara,Cryptandra,150.7333333,-30.75,
583,PERTH 7857799,Cryptandra apetala,Cryptandra,115.9015347,-28.77291715,100
584,PERTH 5225582,Cryptandra apetala,Cryptandra,115.2643084,-28.42391644,
585,PERTH 5274370,Cryptandra apetala,Cryptandra,116.6185666,-29.42188406,
586,PERTH 1495860,Cryptandra apetala,Cryptandra,115.6636111,-28.48833333,3000
587,CANB 269814.1,Cryptandra apetala,Cryptandra,117.45,-31,5000
588,PERTH 8802742,Cryptandra apetala,Cryptandra,120.6014878,-32.15642564,100
589,PERTH 9140158,Cryptandra apetala,Cryptandra,119.161367,-32.394117,100
590,PERTH 6287638,Cryptandra apetala,Cryptandra,118.2666667,-31.48333333,
591,PERTH 7358040,Cryptandra apetala,Cryptandra,118.943134,-31.59623979,100
592,PERTH 7188315,Cryptandra apetala,Cryptandra,115.6514315,-28.61541424,100
593,CANB 591714.1,Cryptandra apetala,Cryptandra,115.6514,-28.6153,100
594,PERTH 6588328,Cryptandra apetala,Cryptandra,115.9532529,-28.98814795,100
595,PERTH 9024026,Cryptandra apetala,Cryptandra,118.9436389,-31.90136111,100
596,PERTH 8945810,Cryptandra apetala,Cryptandra,117.27745,-29.65834,100
597,PERTH 1514172,Cryptandra apetala,Cryptandra,117.6313889,-32.17166667,3000
598,CANB 494467.1,Cryptandra apetala,Cryptandra,119.25,-32.4167,1000
599,PERTH 8978522,Cryptandra apetala,Cryptandra,119.1938056,-32.86636111,100
600,PERTH 4322487,Cryptandra apetala,Cryptandra,119.2514796,-32.41541107,2000
601,PERTH 8978417,Cryptandra apetala,Cryptandra,119.1580278,-32.87372222,100
602,PERTH 8200270,Cryptandra apetala,Cryptandra,117.020944,-29.518,100
603,PERTH 7879776,Cryptandra apetala,Cryptandra,119.7694444,-32.08413889,100
604,PERTH 6588352,Cryptandra apetala,Cryptandra,116.1128028,-29.00866305,100
605,AD 99635038,Cryptandra apetala,Cryptandra,119.2511902,-32.41553203,10000
606,PERTH 8209952,Cryptandra apetala,Cryptandra,116.787722,-29.068278,100
607,PERTH 9196870,Cryptandra apetala,Cryptandra,119.413167,-32.423028,100
608,PERTH 7201370,Cryptandra apetala,Cryptandra,116.115,-28.93777778,10000
609,CANB 332603.1,Cryptandra apetala,Cryptandra,118.0333,-31.5667,1000
610,AD 97749451,Cryptandra apetala,Cryptandra,118.6928603,-32.56553818,1000
611,AD 98108390,Cryptandra apetala,Cryptandra,116.0589512,-30.29970163,10000
612,PERTH 5977002,Cryptandra apetala,Cryptandra,117.4811745,-30.33485527,100
613,PERTH 1099817,Cryptandra apetala,Cryptandra,118.325,-31.48333333,10000
614,PERTH 5595762,Cryptandra apetala,Cryptandra,118.2675,-31.49555556,
615,AD 213493,Cryptandra apetala,Cryptandra,119.3503571,-32.42608633,150
616,PERTH 7421885,Cryptandra apetala,Cryptandra,117.3881921,-29.98766556,100
617,PERTH 1495879,Cryptandra apetala,Cryptandra,118.5919444,-31.37805556,10000
618,PERTH 7420420,Cryptandra apetala,Cryptandra,117.5,-30.33333333,10000
619,MEL 2290280A,Cryptandra apetala,Cryptandra,117.45,-31,10000
620,PERTH 6531946,Cryptandra apetala,Cryptandra,120.0025,-31.27194444,3000
621,AD 213491,Cryptandra apetala,Cryptandra,119.2228573,-32.4188653,150
622,PERTH 7420412,Cryptandra apetala,Cryptandra,117.3333333,-30,10000
623,PERTH 6282865,Cryptandra apetala,Cryptandra,118.5175,-31.90194444,
624,PERTH 6282601,Cryptandra apetala,Cryptandra,118.5297222,-31.89861111,
625,PERTH 1495917,Cryptandra apetala,Cryptandra,120.0833333,-31.75,
626,PERTH 7188161,Cryptandra apetala,Cryptandra,114.6014157,-27.3320796,100
627,PERTH 4937163,Cryptandra apetala,Cryptandra,118.3189672,-31.45707906,100
628,AD 213485,Cryptandra apetala,Cryptandra,118.5609197,-32.91720895,150
629,CANB 693261.1,Cryptandra apetala,Cryptandra,117.5,-30.3333,5000
630,PERTH 6483496,Cryptandra apetala,Cryptandra,117.45,-31,10000
631,PERTH 5155231,Cryptandra apetala,Cryptandra,119.0166667,-32.68333333,
632,PERTH 5042674,Cryptandra apetala,Cryptandra,115.2608638,-27.68429821,100
633,PERTH 5137268,Cryptandra apetala,Cryptandra,117.5,-30.55,
634,PERTH 5419808,Cryptandra apetala,Cryptandra,119.0679094,-32.78724643,
635,PERTH 1513664,Cryptandra apetala,Cryptandra,117.3780556,-31.18333333,3000
636,MEL 2301364A,Cryptandra apetala,Cryptandra,118.3833,-31.4667,10000
637,PERTH 8198209,Cryptandra apetala,Cryptandra,117.020933,-29.518,100
638,PERTH 5036704,Cryptandra apetala,Cryptandra,116.7661111,-29.78222222,
639,PERTH 5745284,Cryptandra apetala,Cryptandra,116.8661713,-30.01124794,100
640,PERTH 7837194,Cryptandra apetala,Cryptandra,116.9659,-29.74795,
641,CANB 490437.1,Cryptandra apetala,Cryptandra,117.9625,-31.54,250
642,CANB 521188.1,Cryptandra apetala,Cryptandra,119.0167,-32.6833,5000
643,PERTH 4443187,Cryptandra apetala,Cryptandra,116.7980556,-29.515,3000
644,PERTH 1515772,Cryptandra apetala,Cryptandra,117.76,-31.92833333,3000
645,PERTH 5400767,Cryptandra apetala,Cryptandra,119.0849464,-32.77158789,
646,PERTH 1495909,Cryptandra apetala,Cryptandra,115.6163889,-28.73333333,3000
647,PERTH 1514121,Cryptandra apetala,Cryptandra,117.9625,-31.54,3000
648,PERTH 5518679,Cryptandra apetala,Cryptandra,119.1,-32.15,
649,CANB 521190.1,Cryptandra apetala,Cryptandra,115.2594,-27.6856,500
650,PERTH 8169918,Cryptandra apetala,Cryptandra,117.11875,-29.795111,100
651,PERTH 1495437,Cryptandra apetala,Cryptandra,118.5919444,-31.37805556,3000
652,PERTH 4444973,Cryptandra apetala,Cryptandra,116.7830556,-29.51638889,3000
653,PERTH 1515179,Cryptandra apetala,Cryptandra,119.685,-33.10055556,3000
654,PERTH 1515187,Cryptandra apetala,Cryptandra,118.87,-32.45166667,3000
655,PERTH 6326099,Cryptandra apetala,Cryptandra,118.9131325,-31.47796097,100
656,PERTH 8990336,Cryptandra apetala,Cryptandra,119.5748333,-31.40144444,100
657,PERTH 5002028,Cryptandra apetala,Cryptandra,115.3428141,-28.11874603,100
658,PERTH 1495445,Cryptandra apetala,Cryptandra,118.7166667,-31.56666667,
659,MEL 2304335A,Cryptandra apetala,Cryptandra,117.125,-29.8778,1000
